Program,Discipline,SUBJ,CRSE_NUMB,CRS ID,CRS TITLE,CSLO
Health Sciences,Foods and Nutrition,FN,C160,FN C160,"Food Safety, Sanitation, Ops","Evaluate a commercial foodservice establishment according to current government standards and regulations to ensure proper food safety and sanitation practices.  Develop and manage efficient, accurate, and effective foodservice operations, ensuring qualit"
Health Sciences,Foods and Nutrition,FN,C170,FN C170,Nutrition,"Apply valid research principles in the interpretation and application of major nutritional theories.  Analyze factors such as lifestyle, weight control, disease, and life-cycle conditions such as pregnancy and aging and their effects on one's nutritional "
Health Sciences,Foods and Nutrition,FN,C177,FN C177,Global Food and Culture,"Apply anthropological concepts and methodology to the understanding of how cultures adapt, solve problems, acquire, and transmit culture through food and food acquisition.  Define and evaluate the role of innovations in food production, nutrition, and bio"
Health Sciences,Foods and Nutrition,FN,C180,FN C180,Nutrition and Disease,Develop modified meal plans appropriate to various disease states or dietary restrictions.  
Health Sciences,Foods and Nutrition,FN,C180,FN C180,Nutrition and Disease,"Use the nutrition care process to make decisions, identify nutrition-related problems, and determine and evaluate nutrition interventions."
Health Sciences,Foods and Nutrition,FN,C190,FN C190,Foodservice Management,Develop management processes related to food production.  Formulate budget and business costing processes in food service management systems.
Health Sciences,Foods and Nutrition,FN,C225,FN C225,Nutrition thru the Lifecycle,Demonstrate the connections between foods and nutrients to the biological requirements of humans at different stages of the lifecycle.  Apply knowledge of the science of nutrition to human health across the lifespan.  Identify socioeconomic and cultural b
Health Sciences,Foods and Nutrition,FN,C283,FN C283,WEE in Bus Ops and Pers Mgmt,Develop management processes related to food production.  Formulate budget and costing processes in food service management systems.
Health Sciences,Foods and Nutrition,FN,C284,FN C284,"WEE in Foodserv, San/Safety",Select menu styles to meet client needs in a healthcare facility.  Apply basic food preparation techniques in a foodservice area.  Apply proper safety and sanitation techniques utilized in food service systems.
Health Sciences,Foods and Nutrition,FN,C285,FN C285,WEE in Nutrition,Apply Standard Nutrition Care Procedures to clients in a healthcare setting.
Health Sciences,Health,HLTH,C031N,HLTH C031N,Health/Wellness for Esports,Apply principles of health and wellness to form good behaviors and sustainable habits for optimal health.
Health Sciences,Health,HLTH,C100,HLTH C100,Personal Health,Apply valid research principles to back-up the use of behavior change models in developing a healthy lifestyle plan.  Interpret and apply major theories of healthy living to determine their impact on and implications for individuals and society as a whole
Health Sciences,Health,HLTH,C104,HLTH C104,Cultural Competence in Health,"Understand the impact of culture on health and social services, including how cultural factors influence access to care, communication with diverse populations, and the provision of culturally sensitive services.   Engage effectively with individuals from"
Health Sciences,Health,HLTH,C109,HLTH C109,Career Choices in Healthcare,Describe different health care career opportunities available.
Health Sciences,Health,HLTH,C120,HLTH C120,Intro to Wellness Coaching,"Apply valid research principles in the interpretation and application of major theories of healthy living.  Interpret and apply theories of healthy living to critically analyze and evaluate personal lifestyles, including factors such as physical fitness, "
Health Sciences,Health,HLTH,C121,HLTH C121,Health Care Management,"Identify the major functions and responsibilities of a health care manager and apply the knowledge to real life experience in the health care arena.  Given a specific real life health care scenario, analyze the data and formulate a plan to deal with diffe"
Health Sciences,Health,HLTH,C220,HLTH C220,Introduction to Public Health,Describe the approach used in public health to identify a contributory cause of a disease or other condition and to establish the efficacy of an intervention.  Identify criteria for evaluating the quality of public health data and information from a varie
