Program,PSLO ID,PSLO,Course
"Paralegal Studies, Associate of Arts Degree",PSLO 1,Analyze and communicate conclusions both orally and in writing. PSLO 2: Apply legal concepts to the clients’ problems. PSLO 3: Apply legal ethics in the paralegal field.,LAW C118
"Paralegal Studies, Associate of Arts Degree",PSLO 1,Analyze and communicate conclusions both orally and in writing. PSLO 2: Apply legal concepts to the clients’ problems. PSLO 3: Apply legal ethics in the paralegal field.,LAW C121
"Paralegal Studies, Associate of Arts Degree",PSLO 1,Analyze and communicate conclusions both orally and in writing. PSLO 2: Apply legal concepts to the clients’ problems. PSLO 3: Apply legal ethics in the paralegal field.,LAW C120
"Paralegal Studies, Associate of Arts Degree",PSLO 1,Analyze and communicate conclusions both orally and in writing. PSLO 2: Apply legal concepts to the clients’ problems. PSLO 3: Apply legal ethics in the paralegal field.,LAW C122
"Paralegal Studies, Associate of Arts Degree",PSLO 1,Analyze and communicate conclusions both orally and in writing. PSLO 2: Apply legal concepts to the clients’ problems. PSLO 3: Apply legal ethics in the paralegal field.,LAW C390
"Paralegal Studies, Associate of Arts Degree",PSLO 1,Analyze and communicate conclusions both orally and in writing. PSLO 2: Apply legal concepts to the clients’ problems. PSLO 3: Apply legal ethics in the paralegal field.,LAW C110
"Paralegal Studies, Associate of Arts Degree",PSLO 1,Analyze and communicate conclusions both orally and in writing. PSLO 2: Apply legal concepts to the clients’ problems. PSLO 3: Apply legal ethics in the paralegal field.,LAW C115
"Paralegal Studies, Associate of Arts Degree",PSLO 1,Analyze and communicate conclusions both orally and in writing. PSLO 2: Apply legal concepts to the clients’ problems. PSLO 3: Apply legal ethics in the paralegal field.,LAW C126
"Paralegal Studies, Associate of Arts Degree",PSLO 1,Analyze and communicate conclusions both orally and in writing. PSLO 2: Apply legal concepts to the clients’ problems. PSLO 3: Apply legal ethics in the paralegal field.,LAW C130
"Paralegal Studies, Associate of Arts Degree",PSLO 1,Analyze and communicate conclusions both orally and in writing. PSLO 2: Apply legal concepts to the clients’ problems. PSLO 3: Apply legal ethics in the paralegal field.,LAW C135
"Paralegal Studies, Associate of Arts Degree",PSLO 1,Analyze and communicate conclusions both orally and in writing. PSLO 2: Apply legal concepts to the clients’ problems. PSLO 3: Apply legal ethics in the paralegal field.,LAW C142
"Paralegal Studies, Associate of Arts Degree",PSLO 1,Analyze and communicate conclusions both orally and in writing. PSLO 2: Apply legal concepts to the clients’ problems. PSLO 3: Apply legal ethics in the paralegal field.,LAW C148
"Paralegal Studies, Associate of Arts Degree",PSLO 1,Analyze and communicate conclusions both orally and in writing. PSLO 2: Apply legal concepts to the clients’ problems. PSLO 3: Apply legal ethics in the paralegal field.,LAW C150
"Paralegal Studies, Associate of Arts Degree",PSLO 1,Analyze and communicate conclusions both orally and in writing. PSLO 2: Apply legal concepts to the clients’ problems. PSLO 3: Apply legal ethics in the paralegal field.,LAW C152
"Paralegal Studies, Associate of Arts Degree",PSLO 1,Analyze and communicate conclusions both orally and in writing. PSLO 2: Apply legal concepts to the clients’ problems. PSLO 3: Apply legal ethics in the paralegal field.,LAW C155
"Paralegal Studies, Associate of Arts Degree",PSLO 1,Analyze and communicate conclusions both orally and in writing. PSLO 2: Apply legal concepts to the clients’ problems. PSLO 3: Apply legal ethics in the paralegal field.,LAW C158
"Paralegal Studies, Associate of Arts Degree",PSLO 1,Analyze and communicate conclusions both orally and in writing. PSLO 2: Apply legal concepts to the clients’ problems. PSLO 3: Apply legal ethics in the paralegal field.,LAW C160
"Paralegal Studies, Associate of Arts Degree",PSLO 1,Analyze and communicate conclusions both orally and in writing. PSLO 2: Apply legal concepts to the clients’ problems. PSLO 3: Apply legal ethics in the paralegal field.,LAW C161
"Paralegal Studies, Associate of Arts Degree",PSLO 1,Analyze and communicate conclusions both orally and in writing. PSLO 2: Apply legal concepts to the clients’ problems. PSLO 3: Apply legal ethics in the paralegal field.,LAW C164
"Paralegal Studies, Associate of Arts Degree",PSLO 1,Analyze and communicate conclusions both orally and in writing. PSLO 2: Apply legal concepts to the clients’ problems. PSLO 3: Apply legal ethics in the paralegal field.,LAW C170
"Paralegal Studies, Associate of Arts Degree",PSLO 1,Analyze and communicate conclusions both orally and in writing. PSLO 2: Apply legal concepts to the clients’ problems. PSLO 3: Apply legal ethics in the paralegal field.,LAW C120 
"Psychology, Associate of Arts Degree",PSLO 1,"Characterize the nature of psychology as a science. PSLO 2: Apply the major theories, principles, and concepts of psychology to everyday life. PSLO 3: Utilize investigative methods to collect, interpret, and present scientific data on psychologica",PSYC C100
"Psychology, Associate of Arts Degree",PSLO 1,"Characterize the nature of psychology as a science. PSLO 2: Apply the major theories, principles, and concepts of psychology to everyday life. PSLO 3: Utilize investigative methods to collect, interpret, and present scientific data on psychologica",PSYC C280
"Psychology, Associate of Arts Degree",PSLO 1,"Characterize the nature of psychology as a science. PSLO 2: Apply the major theories, principles, and concepts of psychology to everyday life. PSLO 3: Utilize investigative methods to collect, interpret, and present scientific data on psychologica",MATH C160
